Date,Reasons_for_high_or_low_prediction,Type_of_Day,Actual_New,Actual_Review,Actual_Total,Month_Number,Month_Name,Year,Day,Day_Of_Week
2023-01-04,,0.0,132,229,361,1,January,2023,4,2
2023-01-05,,0.0,118,263,381,1,January,2023,5,3
2023-01-06,,0.0,112,233,345,1,January,2023,6,4
2023-01-07,,0.0,159,262,421,1,January,2023,7,5
2023-01-08,,0.0,8,22,30,1,January,2023,8,6
2023-01-09,,0.0,152,237,389,1,January,2023,9,0
2023-01-10,,0.0,111,252,363,1,January,2023,10,1
2023-01-11,,0.0,105,202,307,1,January,2023,11,2
2023-01-12,,0.0,81,209,290,1,January,2023,12,3
2023-01-13,,0.0,119,184,303,1,January,2023,13,4
2023-01-14,Bogi,3.0,86,178,264,1,January,2023,14,5
2023-01-15,pongal,3.0,6,7,13,1,January,2023,15,6
2023-01-16,Mattupongal,3.0,137,168,305,1,January,2023,16,0
2023-01-17,ulavar thirunal,1.0,102,137,239,1,January,2023,17,1
2023-01-18,Suba Muhoortham,1.0,222,313,535,1,January,2023,18,2
2023-01-19,,0.0,189,331,520,1,January,2023,19,3
2023-01-20,Suba Muhoortham,1.0,152,272,424,1,January,2023,20,4
2023-01-21,Thai Ammavasai,1.0,160,281,441,1,January,2023,21,5
2023-01-22,,0.0,11,31,42,1,January,2023,22,6
2023-01-23,valarpirai subamuhoortham,1.0,190,262,452,1,January,2023,23,0
2023-01-24,,0.0,174,288,462,1,January,2023,24,1
2023-01-25,,0.0,147,269,416,1,January,2023,25,2
2023-01-26,"Republic Day, subamuhoortham",2.0,216,323,539,1,January,2023,26,3
2023-01-27,valarpirai subamuhoortham,1.0,154,257,411,1,January,2023,27,4
2023-01-28,,0.0,155,333,488,1,January,2023,28,5
2023-01-29,,0.0,7,27,34,1,January,2023,29,6
2023-01-30,,0.0,198,259,457,1,January,2023,30,0
2023-01-31,,0.0,139,283,422,1,January,2023,31,1
2023-02-01,valarpirai subamuhoortham,1.0,131,238,369,2,February,2023,1,2
2023-02-02,,0.0,143,282,425,2,February,2023,2,3
2023-02-03,valarpirai subamuhoortham,1.0,132,266,398,2,February,2023,3,4
2023-02-04,,0.0,211,303,514,2,February,2023,4,5
2023-02-05,Thai poosam,1.0,5,20,25,2,February,2023,5,6
2023-02-06,,0.0,202,295,497,2,February,2023,6,0
2023-02-07,,0.0,157,307,464,2,February,2023,7,1
2023-02-08,,0.0,172,288,460,2,February,2023,8,2
2023-02-09,,0.0,147,259,406,2,February,2023,9,3
2023-02-10,Suba Muhoortham,1.0,135,310,445,2,February,2023,10,4
2023-02-11,,0.0,232,352,584,2,February,2023,11,5
2023-02-12,Suba Muhoortham,1.0,6,25,31,2,February,2023,12,6
2023-02-13,,0.0,194,298,492,2,February,2023,13,0
2023-02-14,,1.0,144,266,410,2,February,2023,14,1
2023-02-15,,1.0,143,268,411,2,February,2023,15,2
2023-02-16,Suba Muhoortham,1.0,153,280,433,2,February,2023,16,3
2023-02-17,,0.0,146,260,406,2,February,2023,17,4
2023-02-18,Maha Sivarathiri,2.0,145,295,440,2,February,2023,18,5
2023-02-19,Suba Muhoortham,1.0,7,31,38,2,February,2023,19,6
2023-02-20,,0.0,173,246,419,2,February,2023,20,0
2023-02-21,,0.0,138,257,395,2,February,2023,21,1
2023-02-22,,0.0,139,254,393,2,February,2023,22,2
2023-02-23,valarpirai subamuhoortham,1.0,142,239,381,2,February,2023,23,3
2023-02-24,,0.0,136,295,431,2,February,2023,24,4
2023-02-25,,0.0,170,317,487,2,February,2023,25,5
2023-02-26,,0.0,10,41,51,2,February,2023,26,6
2023-02-27,,0.0,188,272,460,2,February,2023,27,0
2023-02-28,,0.0,125,266,391,2,February,2023,28,1
2023-03-01,,0.0,148,280,428,3,March,2023,1,2
2023-03-02,,0.0,140,277,417,3,March,2023,2,3
2023-03-03,SUBHAMUHOORTHAM,1.0,132,266,398,3,March,2023,3,4
2023-03-04,,0.0,164,316,480,3,March,2023,4,5
2023-03-05,,0.0,8,29,37,3,March,2023,5,6
2023-03-06,,0.0,182,303,485,3,March,2023,6,0
2023-03-07,HOLI,2.0,164,266,430,3,March,2023,7,1
2023-03-08,womans day,2.0,133,302,435,3,March,2023,8,2
2023-03-09,SUBHAMUHOORTHAM,1.0,169,304,473,3,March,2023,9,3
2023-03-10,SUBHAMUHOORTHAM,1.0,152,323,475,3,March,2023,10,4
2023-03-11,,0.0,192,370,562,3,March,2023,11,5
2023-03-12,,0.0,8,41,49,3,March,2023,12,6
2023-03-13,SUBHAMUHOORTHAM,1.0,235,316,551,3,March,2023,13,0
2023-03-14,,0.0,160,316,476,3,March,2023,14,1
2023-03-15,,0.0,189,325,514,3,March,2023,15,2
2023-03-16,,0.0,142,303,445,3,March,2023,16,3
2023-03-17,SUBHAMUHOORTHAM,1.0,135,332,467,3,March,2023,17,4
2023-03-18,,0.0,204,321,525,3,March,2023,18,5
2023-03-19,,0.0,12,42,54,3,March,2023,19,6
2023-03-20,,0.0,198,286,484,3,March,2023,20,0
2023-03-21,,0.0,158,293,451,3,March,2023,21,1
2023-03-22,,0.0,203,342,545,3,March,2023,22,2
2023-03-23,SUBHAMUHOORTHAM,1.0,156,321,477,3,March,2023,23,3
2023-03-24,,0.0,175,288,463,3,March,2023,24,4
2023-03-25,,0.0,169,336,505,3,March,2023,25,5
2023-03-26,,0.0,8,41,49,3,March,2023,26,6
2023-03-27,SUBHAMUHOORTHAM,1.0,189,269,458,3,March,2023,27,0
2023-03-28,,0.0,149,335,484,3,March,2023,28,1
2023-03-29,,0.0,157,276,433,3,March,2023,29,2
2023-03-30,,0.0,147,266,413,3,March,2023,30,3
2023-03-31,,0.0,125,258,383,3,March,2023,31,4
2023-04-01,,0.0,160,281,441,4,April,2023,1,5
2023-04-02,,0.0,8,45,53,4,April,2023,2,6
2023-04-03,,0.0,191,277,468,4,April,2023,3,0
2023-04-04,,0.0,213,350,563,4,April,2023,4,1
2023-04-05,,0.0,113,246,359,4,April,2023,5,2
2023-04-06,,0.0,131,254,385,4,April,2023,6,3
2023-04-07,GOOD Friday,2.0,208,340,548,4,April,2023,7,4
2023-04-08,,0.0,180,291,471,4,April,2023,8,5
2023-04-09,,0.0,13,29,42,4,April,2023,9,6
2023-04-10,subamuhoortham,1.0,183,310,493,4,April,2023,10,0
2023-04-11,Tamil NEW YEAR,3.0,134,304,438,4,April,2023,11,1
2023-04-12,,0.0,146,312,458,4,April,2023,12,2
2023-04-13,,0.0,117,301,418,4,April,2023,13,3
2023-04-14,,0.0,124,188,312,4,April,2023,14,4
2023-04-15,,0.0,192,330,522,4,April,2023,15,5
2023-04-16,subamuhoortham,1.0,11,39,50,4,April,2023,16,6
2023-04-17,,0.0,199,330,529,4,April,2023,17,0
2023-04-18,,0.0,138,276,414,4,April,2023,18,1
2023-04-19,RAMJAN,2.0,128,250,378,4,April,2023,19,2
2023-04-20,,0.0,120,266,386,4,April,2023,20,3
2023-04-21,,0.0,127,277,404,4,April,2023,21,4
2023-04-22,,0.0,178,276,454,4,April,2023,22,5
2023-04-23,subamuhoortham,1.0,12,27,39,4,April,2023,23,6
2023-04-24,subamuhoortham,1.0,213,303,516,4,April,2023,24,0
2023-04-25,,0.0,143,284,427,4,April,2023,25,1
2023-04-26,subamuhoortham,1.0,150,307,457,4,April,2023,26,2
2023-04-27,subamuhoortham,1.0,149,299,448,4,April,2023,27,3
2023-04-28,,0.0,115,305,420,4,April,2023,28,4
2023-04-29,,0.0,158,318,476,4,April,2023,29,5
2023-04-30,,0.0,12,43,55,4,April,2023,30,6
2023-05-01,WORKERS DAY,2.0,300,363,663,5,May,2023,1,0
2023-05-02,,0.0,155,313,468,5,May,2023,2,1
2023-05-03,,0.0,158,317,475,5,May,2023,3,2
2023-05-04,SUBAMUHOORTHAM,1.0,152,336,488,5,May,2023,4,3
2023-05-05,POWRNAMI,1.0,149,302,451,5,May,2023,5,4
2023-05-06,,0.0,166,300,466,5,May,2023,6,5
2023-05-07,,0.0,6,47,53,5,May,2023,7,6
2023-05-08,,0.0,236,325,561,5,May,2023,8,0
2023-05-09,,0.0,164,334,498,5,May,2023,9,1
2023-05-10,,0.0,208,361,569,5,May,2023,10,2
2023-05-11,SUBAMUHOORTHAM,1.0,152,387,539,5,May,2023,11,3
2023-05-12,,0.0,163,394,557,5,May,2023,12,4
2023-05-13,,0.0,177,378,555,5,May,2023,13,5
2023-05-14,SUBAMUHOORTHAM,1.0,8,54,62,5,May,2023,14,6
2023-05-15,,0.0,212,326,538,5,May,2023,15,0
2023-05-16,,0.0,192,321,513,5,May,2023,16,1
2023-05-17,,0.0,208,369,577,5,May,2023,17,2
2023-05-18,,0.0,181,378,559,5,May,2023,18,3
2023-05-19,AMMAVASAI,1.0,145,308,453,5,May,2023,19,4
2023-05-20,,0.0,147,342,489,5,May,2023,20,5
2023-05-21,,0.0,9,44,53,5,May,2023,21,6
2023-05-22,SUBAMUHOORTHAM,1.0,194,324,518,5,May,2023,22,0
2023-05-23,,0.0,149,306,455,5,May,2023,23,1
2023-05-24,SUBAMUHOORTHAM,1.0,145,317,462,5,May,2023,24,2
2023-05-25,SUBAMUHOORTHAM,1.0,152,337,489,5,May,2023,25,3
2023-05-26,,0.0,148,376,524,5,May,2023,26,4
2023-05-27,,0.0,169,353,522,5,May,2023,27,5
2023-05-28,,0.0,11,25,36,5,May,2023,28,6
2023-05-29,,0.0,159,323,482,5,May,2023,29,0
2023-05-30,,0.0,163,313,476,5,May,2023,30,1
2023-05-31,,0.0,137,276,413,5,May,2023,31,2
2023-06-01,SUBAMUHOORTHAM,1.0,150,241,391,6,June,2023,1,3
2023-06-02,,0.0,169,334,503,6,June,2023,2,4
2023-06-03,POWRNAMI,1.0,176,384,560,6,June,2023,3,5
2023-06-04,,0.0,8,27,35,6,June,2023,4,6
2023-06-05,SUBAMUHOORTHAM,1.0,244,331,575,6,June,2023,5,0
2023-06-06,,0.0,152,338,490,6,June,2023,6,1
2023-06-07,SUBAMUHOORTHAM,1.0,150,299,449,6,June,2023,7,2
2023-06-08,SUBAMUHOORTHAM,1.0,156,357,513,6,June,2023,8,3
2023-06-09,SUBAMUHOORTHAM,1.0,156,308,464,6,June,2023,9,4
2023-06-10,,0.0,165,386,551,6,June,2023,10,5
2023-06-11,,0.0,12,32,44,6,June,2023,11,6
2023-06-12,,0.0,193,316,509,6,June,2023,12,0
2023-06-13,,0.0,159,359,518,6,June,2023,13,1
2023-06-14,,0.0,124,329,453,6,June,2023,14,2
2023-06-15,,0.0,153,328,481,6,June,2023,15,3
2023-06-16,,0.0,145,296,441,6,June,2023,16,4
2023-06-17,AMMAVASAI,1.0,190,366,556,6,June,2023,17,5
2023-06-18,,0.0,7,39,46,6,June,2023,18,6
2023-06-19,,0.0,185,316,501,6,June,2023,19,0
2023-06-20,,0.0,167,324,491,6,June,2023,20,1
2023-06-21,,0.0,169,325,494,6,June,2023,21,2
2023-06-22,,0.0,136,371,507,6,June,2023,22,3
2023-06-23,,0.0,156,305,461,6,June,2023,23,4
2023-06-24,,0.0,189,373,562,6,June,2023,24,5
2023-06-25,,0.0,10,35,45,6,June,2023,25,6
2023-06-26,,0.0,183,327,510,6,June,2023,26,0
2023-06-27,,0.0,172,289,461,6,June,2023,27,1
2023-06-28,SUBAMUHOORTHAM,1.0,157,269,426,6,June,2023,28,2
2023-06-29,RAMJAN,2.0,263,448,711,6,June,2023,29,3
2023-06-30,,0.0,173,335,508,6,June,2023,30,4
2023-07-01,,0.0,171,346,517,7,July,2023,1,5
2023-07-02,,0.0,16,47,63,7,July,2023,2,6
2023-07-03,,0.0,194,313,507,7,July,2023,3,0
2023-07-04,,0.0,178,337,515,7,July,2023,4,1
2023-07-05,SUBA MUHOORTHAM,1.0,148,313,461,7,July,2023,5,2
2023-07-06,,0.0,171,301,472,7,July,2023,6,3
2023-07-07,SUBA MUHOORTHAM,1.0,170,308,478,7,July,2023,7,4
2023-07-08,,0.0,276,425,701,7,July,2023,8,5
2023-07-09,SUBA MUHOORTHAM,1.0,13,44,57,7,July,2023,9,6
2023-07-10,,0.0,200,311,511,7,July,2023,10,0
2023-07-11,,0.0,145,321,466,7,July,2023,11,1
2023-07-12,,0.0,189,329,518,7,July,2023,12,2
2023-07-13,,0.0,127,320,447,7,July,2023,13,3
2023-07-14,,0.0,162,324,486,7,July,2023,14,4
2023-07-15,,0.0,203,335,538,7,July,2023,15,5
2023-07-16,,0.0,13,51,64,7,July,2023,16,6
2023-07-17,,0.0,157,194,351,7,July,2023,17,0
2023-07-18,,0.0,175,316,491,7,July,2023,18,1
2023-07-19,,0.0,233,332,565,7,July,2023,19,2
2023-07-20,,0.0,172,368,540,7,July,2023,20,3
2023-07-21,,0.0,161,288,449,7,July,2023,21,4
2023-07-22,AADI POORAM,3.0,245,393,638,7,July,2023,22,5
2023-07-23,,0.0,10,33,43,7,July,2023,23,6
2023-07-24,,0.0,214,255,469,7,July,2023,24,0
2023-07-25,,0.0,102,228,330,7,July,2023,25,1
2023-07-26,,0.0,164,284,448,7,July,2023,26,2
2023-07-27,,0.0,165,306,471,7,July,2023,27,3
2023-07-28,,0.0,132,261,393,7,July,2023,28,4
2023-07-29,MOHARAM,2.0,290,375,665,7,July,2023,29,5
2023-07-30,,0.0,13,39,52,7,July,2023,30,6
2023-07-31,,0.0,178,266,444,7,July,2023,31,0
2023-08-01,SANKARAN KOVIL THAVASU,1.0,152,276,428,8,August,2023,1,1
2023-08-02,,0.0,112,228,340,8,August,2023,2,2
2023-08-03,AADI PERUKKU,1.0,174,243,417,8,August,2023,3,3
2023-08-04,,0.0,162,262,424,8,August,2023,4,4
2023-08-05,,0.0,172,268,440,8,August,2023,5,5
2023-08-06,,0.0,9,29,38,8,August,2023,6,6
2023-08-07,,0.0,193,281,474,8,August,2023,7,0
2023-08-08,,0.0,135,250,385,8,August,2023,8,1
2023-08-09,LOCAL FESTIVAL,3.0,179,278,457,8,August,2023,9,2
2023-08-10,LOCAL FESTIVAL,3.0,175,303,478,8,August,2023,10,3
2023-08-11,,0.0,175,313,488,8,August,2023,11,4
2023-08-12,,0.0,175,337,512,8,August,2023,12,5
2023-08-13,,0.0,14,46,60,8,August,2023,13,6
2023-08-14,,0.0,214,287,501,8,August,2023,14,0
2023-08-15,INDIPENDENCE DAY,,245,347,592,8,August,2023,15,1
2023-08-16,AADI AMMAVASAI,1.0,149,285,434,8,August,2023,16,2
2023-08-17,,0.0,148,277,425,8,August,2023,17,3
2023-08-18,AAVANI-1,1.0,160,327,487,8,August,2023,18,4
2023-08-19,,0.0,141,290,431,8,August,2023,19,5
2023-08-20,SUBA MUHOORTHAM,1.0,8,36,44,8,August,2023,20,6
2023-08-21,SUBA MUHOORTHAM,1.0,228,278,506,8,August,2023,21,0
2023-08-22,Local School Leave,1.0,183,345,528,8,August,2023,22,1
2023-08-23,Vasthu naal,0.0,154,286,440,8,August,2023,23,2
2023-08-24,navami,0.0,144,329,473,8,August,2023,24,3
2023-08-25,SRI VARALAKSHMI VIRATHAM,1.0,136,280,416,8,August,2023,25,4
2023-08-26,,0.0,221,359,580,8,August,2023,26,5
2023-08-27,,0.0,8,38,46,8,August,2023,27,6
2023-08-28,,0.0,233,256,489,8,August,2023,28,0
2023-08-29,OONAM,2.0,201,287,488,8,August,2023,29,1
2023-08-30,AAVANI AVITTAM,1.0,180,272,452,8,August,2023,30,2
2023-08-31,,0.0,162,274,436,8,August,2023,31,3
2023-09-01,,0.0,146,262,408,9,September,2023,1,4
2023-09-02,,0.0,193,334,527,9,September,2023,2,5
2023-09-03,SUBA MUHOORTHAM,1.0,14,29,43,9,September,2023,3,6
2023-09-04,,0.0,215,314,529,9,September,2023,4,0
2023-09-05,,0.0,180,303,483,9,September,2023,5,1
2023-09-06,KRISHNA JAYANTHI,,251,381,632,9,September,2023,6,2
2023-09-07,,0.0,141,300,441,9,September,2023,7,3
2023-09-08,,0.0,142,276,418,9,September,2023,8,4
2023-09-09,,0.0,201,345,546,9,September,2023,9,5
2023-09-10,SUBA MUHOORTHAM,1.0,10,40,50,9,September,2023,10,6
2023-09-11,SUBA MUHOORTHAM,1.0,238,274,512,9,September,2023,11,0
2023-09-12,,0.0,205,340,545,9,September,2023,12,1
2023-09-13,SUBA MUHOORTHAM,1.0,176,272,448,9,September,2023,13,2
2023-09-14,,0.0,193,306,499,9,September,2023,14,3
2023-09-15,,0.0,139,281,420,9,September,2023,15,4
2023-09-16,,0.0,189,281,470,9,September,2023,16,5
2023-09-17,SUBA MUHOORTHAM,1.0,34,41,75,9,September,2023,17,6
2023-09-18,VINAYAGAR SATHURTHI,1.0,258,238,496,9,September,2023,18,0
2023-09-19,,0.0,189,362,551,9,September,2023,19,1
2023-09-20,,0.0,221,327,548,9,September,2023,20,2
2023-09-21,,0.0,202,318,520,9,September,2023,21,3
2023-09-22,,0.0,170,310,480,9,September,2023,22,4
2023-09-23,,0.0,224,317,541,9,September,2023,23,5
2023-09-24,,0.0,19,48,67,9,September,2023,24,6
2023-09-25,,0.0,296,325,621,9,September,2023,25,0
2023-09-26,,0.0,225,298,523,9,September,2023,26,1
2023-09-27,,0.0,196,277,473,9,September,2023,27,2
2023-09-28,MILADI NABI,1.0,266,477,743,9,September,2023,28,3
2023-09-29,,0.0,237,370,607,9,September,2023,29,4
2023-09-30,,0.0,221,313,534,9,September,2023,30,5
2023-10-01,,0.0,34,41,75,10,October,2023,1,6
2023-10-02,GANDHI JAYANTHI,2.0,382,433,815,10,October,2023,2,0
2023-10-03,,0.0,205,344,549,10,October,2023,3,1
2023-10-04,,0.0,186,312,498,10,October,2023,4,2
2023-10-05,,0.0,177,358,535,10,October,2023,5,3
2023-10-06,,0.0,161,316,477,10,October,2023,6,4
2023-10-07,,0.0,172,287,459,10,October,2023,7,5
2023-10-08,,0.0,7,30,37,10,October,2023,8,6
2023-10-09,,0.0,203,328,531,10,October,2023,9,0
2023-10-10,,0.0,189,282,471,10,October,2023,10,1
2023-10-11,,0.0,171,271,442,10,October,2023,11,2
2023-10-12,MONTHLY SIVARATHIRI,1.0,154,289,443,10,October,2023,12,3
2023-10-13,,0.0,97,276,373,10,October,2023,13,4
2023-10-14,AMMAVASAI,1.0,160,238,398,10,October,2023,14,5
2023-10-15,PATTIYAM,1.0,11,28,39,10,October,2023,15,6
2023-10-16,,0.0,171,275,446,10,October,2023,16,0
2023-10-17,,0.0,126,285,411,10,October,2023,17,1
2023-10-18,SUBA MUHOORTHAM,1.0,174,263,437,10,October,2023,18,2
2023-10-19,,0.0,124,267,391,10,October,2023,19,3
2023-10-20,SUBA MUHOORTHAM,1.0,137,261,398,10,October,2023,20,4
2023-10-21,,0.0,162,306,468,10,October,2023,21,5
2023-10-22,,0.0,15,31,46,10,October,2023,22,6
2023-10-23,SARASHWATHI POOJA,1.0,139,159,298,10,October,2023,23,0
2023-10-24,VIJAYA THASAMI,1.0,190,264,454,10,October,2023,24,1
2023-10-25,SUBA MUHOORTHAM,1.0,130,243,373,10,October,2023,25,2
2023-10-26,,0.0,153,258,411,10,October,2023,26,3
2023-10-27,SUBA MUHOORTHAM,1.0,108,256,364,10,October,2023,27,4
2023-10-28,POWRNAMI,1.0,138,298,436,10,October,2023,28,5
2023-10-29,,0.0,5,23,28,10,October,2023,29,6
2023-10-30,,0.0,148,247,395,10,October,2023,30,0
2023-10-31,,0.0,123,272,395,10,October,2023,31,1
2023-11-01,SUBA MUHOORTHAM,1.0,132,229,361,11,November,2023,1,2
2023-11-02,,0.0,126,250,376,11,November,2023,2,3
2023-11-03,,0.0,116,271,387,11,November,2023,3,4
2023-11-04,,0.0,121,261,382,11,November,2023,4,5
2023-11-05,ASHDAMI,1.0,8,13,21,11,November,2023,5,6
2023-11-06,NAVAMI,1.0,117,225,342,11,November,2023,6,0
2023-11-07,,0.0,111,265,376,11,November,2023,7,1
2023-11-08,,0.0,99,183,282,11,November,2023,8,2
2023-11-09,,0.0,97,187,284,11,November,2023,9,3
2023-11-10,SUBA MUHOORTHAM,1.0,82,171,253,11,November,2023,10,4
2023-11-11,,0.0,100,191,291,11,November,2023,11,5
2023-11-12,DIWALI,2.0,49,7,56,11,November,2023,12,6
2023-11-13,AMMAVASAI,1.0,257,272,529,11,November,2023,13,0
2023-11-14,,0.0,220,322,542,11,November,2023,14,1
2023-11-15,,0.0,215,302,517,11,November,2023,15,2
2023-11-16,SUBA MUHOORTHAM,1.0,165,306,471,11,November,2023,16,3
2023-11-17,,0.0,156,307,463,11,November,2023,17,4
2023-11-18,KANTHA SASDI SURASHKARAM,1.0,138,312,450,11,November,2023,18,5
2023-11-19,SUBA MUHOORTHAM,1.0,15,38,53,11,November,2023,19,6
2023-11-20,,0.0,215,315,530,11,November,2023,20,0
2023-11-21,,0.0,174,304,478,11,November,2023,21,1
2023-11-22,,0.0,137,251,388,11,November,2023,22,2
2023-11-23,SUBA MUHOORTHAM,1.0,109,260,369,11,November,2023,23,3
2023-11-24,SUBA MUHOORTHAM,1.0,135,246,381,11,November,2023,24,4
2023-11-25,,0.0,163,328,491,11,November,2023,25,5
2023-11-26,THIRUKARTHIKAI,1.0,4,26,30,11,November,2023,26,6
2023-11-27,POwRNAMI,1.0,173,285,458,11,November,2023,27,0
2023-11-28,,0.0,143,278,421,11,November,2023,28,1
2023-11-29,SUBA MUHOORTHAM,1.0,140,293,433,11,November,2023,29,2
2023-11-30,,0.0,145,299,444,11,November,2023,30,3
2023-12-01,SUBA MUHOORTHAM,1.0,139,278,417,12,December,2023,1,4
2023-12-02,,0.0,187,321,508,12,December,2023,2,5
2023-12-03,,0.0,11,33,44,12,December,2023,3,6
2023-12-04,ASHDAMI,1.0,237,326,563,12,December,2023,4,0
2023-12-05,,0.0,143,265,408,12,December,2023,5,1
2023-12-06,,0.0,159,336,495,12,December,2023,6,2
2023-12-07,SUBA MUHOORTHAM,1.0,163,333,496,12,December,2023,7,3
2023-12-08,SUBA MUHOORTHAM,1.0,103,311,414,12,December,2023,8,4
2023-12-09,,0.0,210,349,559,12,December,2023,9,5
2023-12-10,SUBA MUHOORTHAM,1.0,3,30,33,12,December,2023,10,6
2023-12-11,,0.0,187,273,460,12,December,2023,11,0
2023-12-12,AMMAVASAI,1.0,141,255,396,12,December,2023,12,1
2023-12-13,PATTIYAM,1.0,145,254,399,12,December,2023,13,2
2023-12-14,SUBA MUHOORTHAM,1.0,156,287,443,12,December,2023,14,3
2023-12-15,,0.0,163,327,490,12,December,2023,15,4
2023-12-16,,0.0,165,340,505,12,December,2023,16,5
2023-12-17,,0.0,9,34,43,12,December,2023,17,6
2023-12-18,,0.0,203,280,483,12,December,2023,18,0
2023-12-19,,0.0,154,307,461,12,December,2023,19,1
2023-12-20,,0.0,163,298,461,12,December,2023,20,2
2023-12-21,,0.0,130,294,424,12,December,2023,21,3
2023-12-22,,0.0,136,314,450,12,December,2023,22,4
2023-12-23,VAIKUNDAM,1.0,177,318,495,12,December,2023,23,5
2023-12-24,,0.0,13,33,46,12,December,2023,24,6
2023-12-25,CHIRSTMAS,0.0,277,351,628,12,December,2023,25,0
2023-12-26,PORNAMI,1.0,202,324,526,12,December,2023,26,1
2023-12-27,,0.0,157,357,514,12,December,2023,27,2
2023-12-28,,0.0,212,347,559,12,December,2023,28,3
2023-12-29,,0.0,185,378,563,12,December,2023,29,4
2023-12-30,,0.0,181,340,521,12,December,2023,30,5
2023-12-31,,0.0,7,41,48,12,December,2023,31,6
